frame_id,theta_h,theta_v,distance_cm,timestamp
frame_000000.jpg,-3.1853,0.0000,30,1762724959.042567
frame_000001.jpg,-2.0131,0.0000,30,1762724959.142615
frame_000002.jpg,-0.8510,0.0000,30,1762724959.244259
frame_000003.jpg,0.3236,0.0000,30,1762724959.387754
frame_000004.jpg,1.4979,0.0000,30,1762724959.490525
frame_000005.jpg,2.6710,0.0000,30,1762724959.572012
frame_000006.jpg,3.8418,0.0000,30,1762724959.660913
frame_000007.jpg,5.0094,0.0000,30,1762724959.756531
frame_000008.jpg,6.1728,0.0000,30,1762724959.8628411
frame_000009.jpg,7.3312,0.0000,30,1762724959.968041
frame_000010.jpg,8.4721,0.0000,30,1762724960.073282
frame_000011.jpg,9.8116,0.0000,30,1762724960.171895
frame_000012.jpg,10.9481,0.0000,30,1762724960.2615209
frame_000013.jpg,12.0759,0.0000,30,1762724960.362864
frame_000014.jpg,13.1943,0.0000,30,1762724960.467772
frame_000015.jpg,14.2915,0.0000,30,1762724960.5712
frame_000016.jpg,15.4000,0.0000,30,1762724960.685605
frame_000017.jpg,16.4752,0.0000,30,1762724960.7661262
frame_000018.jpg,17.4210,0.0000,30,1762724960.860244
frame_000019.jpg,16.3455,0.0000,30,1762724960.9671428
frame_000020.jpg,15.2142,0.0000,30,1762724961.073646
frame_000021.jpg,14.1370,0.0000,30,1762724961.1731682
frame_000022.jpg,13.0495,0.0000,30,1762724961.281288
frame_000023.jpg,11.9411,0.0000,30,1762724961.365963
frame_000024.jpg,10.7782,0.0000,30,1762724961.469876
frame_000025.jpg,9.6747,0.0000,30,1762724961.578222
frame_000026.jpg,8.4950,0.0000,30,1762724961.676755
frame_000027.jpg,7.3890,0.0000,30,1762724961.779477
frame_000028.jpg,6.2309,0.0000,30,1762724961.877513
frame_000029.jpg,5.0677,0.0000,30,1762724961.9696739
frame_000030.jpg,3.8768,0.0000,30,1762724962.0764549
frame_000031.jpg,2.7296,0.0000,30,1762724962.184864
frame_000032.jpg,1.5331,0.0000,30,1762724962.2819688
frame_000033.jpg,0.3941,0.0000,30,1762724962.384685
frame_000034.jpg,-0.8040,0.0000,30,1762724962.4832408
frame_000035.jpg,-1.9544,0.0000,30,1762724962.57299
frame_000036.jpg,-3.3258,0.0000,30,1762724962.6757948
frame_000037.jpg,-4.4832,0.0000,30,1762724962.783058
frame_000038.jpg,-5.2063,0.0000,30,1762724962.883466
frame_000039.jpg,-4.0394,0.0000,30,1762724962.982882
frame_000040.jpg,-2.8690,0.0000,30,1762724963.073774
frame_000041.jpg,-1.6963,0.0000,30,1762724963.175642
frame_000042.jpg,-0.5221,0.0000,30,1762724963.280778
frame_000043.jpg,0.6525,0.0000,30,1762724963.3819551
frame_000044.jpg,1.8148,0.0000,30,1762724963.4819489
frame_000045.jpg,2.9873,0.0000,30,1762724963.581249
frame_000046.jpg,4.1924,0.0000,30,1762724963.685339
frame_000047.jpg,5.3240,0.0000,30,1762724963.774474
frame_000048.jpg,6.4861,0.0000,30,1762724963.890949
frame_000049.jpg,7.6430,0.0000,30,1762724963.9846
frame_000050.jpg,8.7821,0.0000,30,1762724964.091149
frame_000051.jpg,9.9257,0.0000,30,1762724964.186684
frame_000052.jpg,11.0613,0.0000,30,1762724964.298746
frame_000053.jpg,12.1994,0.0000,30,1762724964.381808
frame_000054.jpg,13.3056,0.0000,30,1762724964.4815822
frame_000055.jpg,14.4238,0.0000,30,1762724964.596355
frame_000056.jpg,15.4982,0.0000,30,1762724964.6929789
frame_000057.jpg,16.5939,0.0000,30,1762724964.789879
frame_000058.jpg,17.3140,0.0000,30,1762724964.8896809
frame_000059.jpg,16.2264,0.0000,30,1762724965.000629
frame_000060.jpg,14.9733,0.0000,30,1762724965.096659
frame_000061.jpg,13.8605,0.0000,30,1762724965.1922612
frame_000062.jpg,12.7593,0.0000,30,1762724965.286777
frame_000063.jpg,11.6033,0.0000,30,1762724965.392642
frame_000064.jpg,10.5059,0.0000,30,1762724965.499798
frame_000065.jpg,9.3662,0.0000,30,1762724965.6036339
frame_000066.jpg,8.1961,0.0000,30,1762724965.7258189
frame_000067.jpg,7.0537,0.0000,30,1762724965.798615
frame_000068.jpg,5.9173,0.0000,30,1762724965.9178429
frame_000069.jpg,4.7528,0.0000,30,1762724966.000708
frame_000070.jpg,3.5844,0.0000,30,1762724966.182175
frame_000071.jpg,2.4013,0.0000,30,1762724966.3513322
frame_000072.jpg,1.2396,0.0000,30,1762724966.373021
frame_000073.jpg,0.2649,0.0000,30,1762724967.4737668
